Receptor	Ligand	AD42_Score_pK	Energy	Intermol	vdW+Hbond+desolv	Elec	Internal	Torsion	Unbound
1b9j_protein	1b9j_ligand	9.7410	-13.2867	-18.6561	-13.1811	-5.4749	-2.1785	+5.3694
1bai_protein	1bai_ligand	5.7128	-7.7923	-16.4430	-16.2603	-0.1828	-6.2080	+8.6507
1b32_protein	1b32_ligand	9.4672	-12.9132	-18.5809	-13.1763	-5.4046	-2.0509	+5.6677
1b51_protein	1b51_ligand	8.2590	-11.2653	-16.6347	-11.3640	-5.2707	-1.9831	+5.3694
1b46_protein	1b46_ligand	9.8226	-13.3980	-17.8725	-12.4439	-5.4286	-1.9620	+4.4745
1b40_protein	1b40_ligand	10.4862	-14.3032	-19.6726	-14.2419	-5.4308	-2.1976	+5.3694
1b52_protein	1b52_ligand	8.7732	-11.9666	-17.3360	-12.0263	-5.3096	-2.0137	+5.3694
1b58_protein	1b58_ligand	10.1889	-13.8977	-19.5654	-14.1006	-5.4649	-2.2012	+5.6677
1bju_protein	1bju_ligand	5.0393	-6.8736	-8.0668	-7.8499	-0.2169	-0.2329	+1.1932
1bjv_protein	1bjv_ligand	4.7677	-6.5032	-8.2930	-8.0581	-0.2349	-0.5884	+1.7898
1bhx_protein	1bhx_ligand	6.9549	-9.4865	-12.1712	-10.9169	-1.2543	-1.6664	+2.6847
1bma_protein	1bma_ligand	5.7467	-7.8385	-11.4181	-11.2776	-0.1405	-2.6641	+3.5796
1bgq_protein	1bgq_ligand	4.6360	-6.3235	-6.9201	-6.7160	-0.2041	-0.4894	+0.5966
1bty_protein	1bty_ligand	3.7504	-5.1156	-5.7122	-5.5410	-0.1712	+0.0899	+0.5966
1br6_protein	1br6_ligand	5.5470	-7.5661	-9.0576	-8.5902	-0.4674	-0.6437	+1.4915
1bm7_protein	1bm7_ligand	4.1631	-5.6785	-6.8717	-5.6917	-1.1800	-0.8673	+1.1932
1bv9_protein	1bv9_ligand	12.0055	-16.3755	-20.5517	-20.2944	-0.2573	-4.2548	+4.1762
1bv7_protein	1bv7_ligand	11.6405	-15.8777	-20.0539	-19.9077	-0.1463	-4.1640	+4.1762
1bwa_protein	1bwa_ligand	11.5117	-15.7019	-19.8781	-19.6753	-0.2028	-4.0719	+4.1762
1bwb_protein	1bwb_ligand	13.0829	-17.8451	-22.0213	-21.0877	-0.9336	-4.8146	+4.1762
1bxo_protein	1bxo_ligand	6.3466	-8.6567	-11.6397	-14.0990	+2.4593	-2.4964	+2.9830
1bxq_protein	1bxq_ligand	4.2430	-5.7875	-11.4552	-13.9891	+2.5339	-4.4513	+5.6677
1bzj_protein	1bzj_ligand	5.7081	-7.7859	-9.2774	-7.7758	-1.5016	-0.2620	+1.4915
1bp0_protein	1bp0_ligand	5.5198	-7.5290	-9.0205	-6.6633	-2.3572	-0.6398	+1.4915
1c4u_protein	1c4u_ligand	7.2712	-9.9179	-12.3043	-12.0643	-0.2400	-2.4206	+2.3864
1c5p_protein	1c5p_ligand	3.6201	-4.9378	-5.5344	-5.3343	-0.2002	+0.0912	+0.5966
1c5q_protein	1c5q_ligand	4.9707	-6.7801	-7.3767	-7.2005	-0.1762	-0.0636	+0.5966
1c5s_protein	1c5s_ligand	4.6545	-6.3488	-6.9454	-6.7510	-0.1944	-0.0548	+0.5966
1c5n_protein	1c5n_ligand	4.4141	-6.0208	-6.6174	-6.4704	-0.1470	-0.0887	+0.5966
1c5o_protein	1c5o_ligand	3.3312	-4.5438	-5.1404	-4.9687	-0.1717	+0.0992	+0.5966
1c5t_protein	1c5t_ligand	4.2238	-5.7613	-6.3579	-6.1700	-0.1879	-0.0421	+0.5966
1c5x_protein	1c5x_ligand	5.4688	-7.4595	-8.0561	-7.8673	-0.1888	-0.0586	+0.5966
1c5c_protein	1c5c_ligand	7.8915	-10.7640	-11.6589	-8.5766	-3.0822	-0.7553	+0.8949
1c5y_protein	1c5y_ligand	4.5284	-6.1767	-6.7733	-6.6128	-0.1605	-0.0534	+0.5966
1c70_protein	1c70_ligand	9.3710	-12.7820	-16.9582	-16.1971	-0.7612	-4.1735	+4.1762
1bq4_protein	1bq4_ligand	6.2866	-8.5749	-10.3647	-2.0285	-8.3362	+4.8319	+1.7898
1ceb_protein	1ceb_ligand	4.8688	-6.6410	-7.5359	-4.1474	-3.3885	-0.1719	+0.8949
1c3x_protein	1c3x_ligand	2.4316	-3.3167	-3.3167	-3.2108	-0.1058	+0.0000	+0.0000
1c83_protein	1c83_ligand	6.6032	-9.0068	-9.9017	-7.8827	-2.0190	-1.1583	+0.8949
1c84_protein	1c84_ligand	5.7523	-7.8461	-8.7410	-7.2985	-1.4426	-0.8370	+0.8949
1c86_protein	1c86_ligand	7.6021	-10.3693	-11.2642	-8.5488	-2.7154	-0.9080	+0.8949
1bzy_protein	1bzy_ligand	8.0183	-10.9370	-12.7268	-10.0645	-2.6624	-2.1348	+1.7898
1c88_protein	1c88_ligand	7.9288	-10.8149	-11.7098	-8.6005	-3.1092	-1.5889	+0.8949
1c87_protein	1c87_ligand	6.6150	-9.0229	-9.9178	-7.6202	-2.2977	-1.0984	+0.8949
1d4h_protein	1d4h_ligand	8.7644	-11.9547	-16.7275	-16.4193	-0.3082	-4.6188	+4.7728
1d4i_protein	1d4i_ligand	9.0727	-12.3752	-17.1480	-17.0742	-0.0738	-4.7924	+4.7728
1d4j_protein	1d4j_ligand	8.2250	-11.2189	-16.2900	-16.1204	-0.1695	-5.0508	+5.0711
1d3d_protein	1d3d_ligand	6.6919	-9.1277	-12.1107	-12.0645	-0.0462	-1.9478	+2.9830
1d3p_protein	1d3p_ligand	6.0661	-8.2741	-11.8537	-11.9404	+0.0867	-2.1327	+3.5796
1bxr_protein	1bxr_ligand	-6.9151	9.4322	+6.1509	+5.2812	+0.8697	-0.3158	+3.2813
1d4k_protein	1d4k_ligand	9.3709	-12.7819	-16.6598	-15.5394	-1.1204	-4.1783	+3.8779
1d7j_protein	1d7j_ligand	1.7332	-2.3641	-3.2590	-3.2121	-0.0469	+0.0524	+0.8949
1d7i_protein	1d7i_ligand	2.3163	-3.1595	-3.7561	-3.6500	-0.1060	-0.0264	+0.5966
1d4l_protein	1d4l_ligand	8.0887	-11.0330	-14.3143	-13.9930	-0.3213	-2.2201	+3.2813
1det_protein	1det_ligand	3.2468	-4.4286	-6.5167	-5.5068	-1.0099	-1.0352	+2.0881
1d4y_protein	1d4y_ligand	8.2273	-11.2220	-14.8016	-14.8696	+0.0681	-3.4466	+3.5796
1d4p_protein	1d4p_ligand	6.6984	-9.1366	-10.6281	-10.4130	-0.2151	-0.6736	+1.4915
1d6w_protein	1d6w_ligand	6.7353	-9.1870	-11.5734	-10.6803	-0.8932	-2.2177	+2.3864
1d9i_protein	1d9i_ligand	5.3469	-7.2932	-9.6796	-8.4840	-1.1956	-1.5835	+2.3864
1dif_protein	1dif_ligand	8.0317	-10.9553	-17.2196	-17.2161	-0.0036	-7.4165	+6.2643
1dl7_protein	1dl7_ligand	3.3974	-4.6341	-6.7222	-5.8524	-0.8698	-0.7718	+2.0881
1dmp_protein	1dmp_ligand	8.1778	-11.1545	-14.7341	-14.5453	-0.1889	-3.3018	+3.5796
1dhi_protein	1dhi_ligand	5.3243	-7.2623	-10.5436	-8.0788	-2.4648	-1.8333	+3.2813
1dgm_protein	1dgm_ligand	1.7647	-2.4070	-4.1968	-4.2712	+0.0744	-1.1355	+1.7898
1dhj_protein	1dhj_ligand	5.8833	-8.0248	-11.0078	-8.4856	-2.5222	-1.2672	+2.9830
1df8_protein	1df8_ligand	6.2348	-8.5042	-9.9957	-9.0396	-0.9561	-0.2145	+1.4915
1dar_protein	1dar_ligand	4.9465	-6.7470	-9.4317	-7.6244	-1.8073	-0.4183	+2.6847
1dud_protein	1dud_ligand	4.1973	-5.7251	-7.8132	-7.5646	-0.2486	+0.8566	+2.0881
1e1v_protein	1e1v_ligand	1.6652	-2.2714	-3.4646	-3.4960	+0.0314	-0.0505	+1.1932
1dqn_protein	1dqn_ligand	6.0939	-8.3121	-10.1019	-8.1989	-1.9030	-1.9759	+1.7898
1e1x_protein	1e1x_ligand	4.0692	-5.5504	-7.3402	-7.3314	-0.0088	-0.9443	+1.7898
1e3g_protein	1e3g_ligand	8.0580	-10.9911	-11.2894	-11.2177	-0.0718	+0.0422	+0.2983
1cet_protein	1cet_ligand	2.6655	-3.6358	-6.0222	-5.8628	-0.1594	-0.6655	+2.3864
1e3v_protein	1e3v_ligand	1.5635	-2.1326	-3.9224	-6.3210	+2.3985	-0.4628	+1.7898
1e5j_protein	1e5j_ligand	1.2193	-1.6631	-8.8223	-8.7813	-0.0410	-4.0525	+7.1592
1eb2_protein	1eb2_ligand	6.2814	-8.5678	-11.2525	-10.8703	-0.3822	-1.6387	+2.6847
1ebw_protein	1ebw_ligand	7.9625	-10.8609	-17.1252	-16.6722	-0.4530	-6.4277	+6.2643
1eby_protein	1eby_ligand	8.7206	-11.8949	-16.9660	-16.9218	-0.0443	-5.3776	+5.0711
1e4h_protein	1e4h_ligand	3.8350	-5.2309	-5.5292	-5.5144	-0.0148	+0.0244	+0.2983
1ebz_protein	1ebz_ligand	8.5253	-11.6285	-16.9979	-16.6593	-0.3386	-6.1695	+5.3694
1ec0_protein	1ec0_ligand	9.0911	-12.4002	-17.4713	-17.2950	-0.1763	-5.7838	+5.0711
1e2l_protein	1e2l_ligand	4.8766	-6.6517	-7.8449	-7.7014	-0.1435	-0.4535	+1.1932
1ec1_protein	1ec1_ligand	8.8272	-12.0403	-18.3046	-17.8861	-0.4185	-7.0990	+6.2643
1e2k_protein	1e2k_ligand	4.9894	-6.8055	-7.9987	-7.7537	-0.2450	-0.4606	+1.1932
1ec2_protein	1ec2_ligand	8.6105	-11.7447	-18.0090	-17.5787	-0.4303	-6.7377	+6.2643
1d2e_protein	1d2e_ligand	6.3538	-8.6666	-11.3513	-9.3722	-1.9791	+0.2558	+2.6847
1ec3_protein	1ec3_ligand	7.7729	-10.6022	-17.4631	-17.0989	-0.3642	-7.2007	+6.8609
1drv_protein	1drv_ligand	5.2351	-7.1407	-11.9135	-9.6834	-2.2301	-1.7821	+4.7728
1duv_protein	1duv_ligand	9.2026	-12.5523	-15.5353	-10.8273	-4.7081	-3.3178	+2.9830
1ejn_protein	1ejn_ligand	8.2419	-11.2420	-12.4352	-10.8427	-1.5925	-0.6140	+1.1932
1ela_protein	1ela_ligand	4.6876	-6.3939	-9.6752	-9.2012	-0.4740	-2.6579	+3.2813
1elb_protein	1elb_ligand	2.8411	-3.8752	-8.0514	-8.0213	-0.0301	-3.2313	+4.1762
1ecv_protein	1ecv_ligand	6.7020	-9.1415	-10.0364	-8.0491	-1.9873	-1.0023	+0.8949
1elc_protein	1elc_ligand	5.2453	-7.1546	-11.3308	-10.7443	-0.5865	-2.3539	+4.1762
1eld_protein	1eld_ligand	-1.2311	1.6792	-1.0055	-0.8423	-0.1632	-2.6361	+2.6847
1efy_protein	1efy_ligand	5.3373	-7.2801	-8.1750	-8.1065	-0.0685	-0.8930	+0.8949
1ele_protein	1ele_ligand	4.5944	-6.2668	-8.6532	-8.5052	-0.1481	-1.9718	+2.3864
1ex8_protein	1ex8_ligand	9.8350	-13.4150	-18.4861	-15.0522	-3.4338	+4.7198	+5.0711
1epo_protein	1epo_ligand	7.2158	-9.8424	-14.9135	-14.4311	-0.4824	-4.2347	+5.0711
1f0u_protein	1f0u_ligand	6.9458	-9.4741	-13.0537	-12.7355	-0.3182	-1.1485	+3.5796
1f0t_protein	1f0t_ligand	5.6448	-7.6995	-10.0859	-9.7879	-0.2980	-0.8649	+2.3864
1ezq_protein	1ezq_ligand	8.2586	-11.2647	-14.8443	-13.8811	-0.9632	-1.0600	+3.5796
1e66_protein	1e66_ligand	7.4856	-10.2104	-10.8070	-10.7806	-0.0264	-0.0210	+0.5966
1f0r_protein	1f0r_ligand	5.2469	-7.1568	-8.6483	-8.4479	-0.2004	-1.0934	+1.4915
1f0s_protein	1f0s_ligand	6.0847	-8.2995	-9.7910	-9.7460	-0.0449	-1.5141	+1.4915
1ez9_protein	1ez9_ligand	-0.9663	1.3180	-7.3327	-7.7875	+0.4548	-8.7410	+8.6507
1egh_protein	1egh_ligand	3.3004	-4.5017	-5.3966	-4.4453	-0.9513	+0.4289	+0.8949
1f5k_protein	1f5k_ligand	3.6331	-4.9555	-5.5521	-5.4067	-0.1453	+0.1045	+0.5966
1f4x_protein	1f4x_ligand	2.9077	-3.9661	-6.6508	-6.6689	+0.0181	-1.7337	+2.6847
1f4e_protein	1f4e_ligand	2.8602	-3.9013	-4.7962	-5.0276	+0.2314	-1.0851	+0.8949
1f5l_protein	1f5l_ligand	4.4024	-6.0049	-6.8998	-5.5851	-1.3147	-0.9951	+0.8949
1fao_protein	1fao_ligand	11.0825	-15.1165	-18.0995	-6.5621	-11.5374	+1.7430	+2.9830
1f4f_protein	1f4f_ligand	2.8819	-3.9309	-6.6156	-6.5458	-0.0697	-2.1839	+2.6847
1f4g_protein	1f4g_ligand	3.9548	-5.3943	-8.9739	-8.2367	-0.7371	-2.0661	+3.5796
1fcx_protein	1fcx_ligand	10.0566	-13.7172	-14.9104	-13.9953	-0.9151	-0.5078	+1.1932
1fcy_protein	1fcy_ligand	10.6912	-14.5828	-15.4777	-14.4227	-1.0550	-0.5801	+0.8949
1fcz_protein	1fcz_ligand	10.3748	-14.1512	-15.3444	-14.2443	-1.1001	-0.6387	+1.1932
1fch_protein	1fch_ligand	5.3185	-7.2544	-14.7119	-12.0627	-2.6492	-3.7819	+7.4575
1fd0_protein	1fd0_ligand	8.8318	-12.0466	-13.2398	-12.0747	-1.1652	-0.6309	+1.1932
1fh7_protein	1fh7_ligand	4.6988	-6.4092	-8.4973	-6.5494	-1.9479	-0.8399	+2.0881
1fh8_protein	1fh8_ligand	4.7965	-6.5424	-8.3322	-5.5456	-2.7867	-0.7743	+1.7898
1fkb_protein	1fkb_ligand	6.9333	-9.4570	-12.1417	-12.2559	+0.1143	-2.7823	+2.6847
1fkg_protein	1fkg_ligand	4.8793	-6.6554	-9.6384	-9.5789	-0.0595	-3.1242	+2.9830
1fh9_protein	1fh9_ligand	1.4927	-2.0360	-4.4224	-3.9984	-0.4241	-1.1894	+2.3864
1fiv_protein	1fiv_ligand	8.5720	-11.6922	-18.5531	-17.7865	-0.7666	-6.6272	+6.8609
1fhd_protein	1fhd_ligand	4.3766	-5.9697	-8.0578	-7.8212	-0.2366	-1.1940	+2.0881
1ec9_protein	1ec9_ligand	-4.2287	5.7680	+3.3816	+3.2450	+0.1367	-2.0357	+2.3864
1ecq_protein	1ecq_ligand	0.0458	-0.0625	-2.4489	-3.9723	+1.5233	-0.9897	+2.3864
1fkf_protein	1fkf_ligand	7.3568	-10.0347	-13.0177	-13.0278	+0.0101	-2.4246	+2.9830
1fkh_protein	1fkh_ligand	5.3029	-7.2332	-10.2162	-10.1555	-0.0607	-3.0072	+2.9830
1fjs_protein	1fjs_ligand	5.8716	-8.0089	-10.9919	-10.5554	-0.4366	-1.7643	+2.9830
1fki_protein	1fki_ligand	6.6089	-9.0146	-9.0146	-9.0417	+0.0271	+0.0000	+0.0000
1f74_protein	1f74_ligand	3.0407	-4.1475	-8.0254	-6.6953	-1.3301	-1.2289	+3.8779
1f73_protein	1f73_ligand	1.4404	-1.9647	-6.4392	-5.9933	-0.4459	-2.5235	+4.4745
1fpc_protein	1fpc_ligand	5.4677	-7.4579	-10.4409	-9.4135	-1.0274	-2.6789	+2.9830
1fq5_protein	1fq5_ligand	11.0758	-15.1074	-18.3887	-18.1070	-0.2817	-3.7843	+3.2813
1fl3_protein	1fl3_ligand	5.6243	-7.6715	-9.7596	-9.6771	-0.0826	-0.6200	+2.0881
1flr_protein	1flr_ligand	7.5658	-10.3198	-10.9164	-10.0858	-0.8305	-0.2254	+0.5966
1fkn_protein	1fkn_ligand	5.2806	-7.2028	-16.4501	-15.4306	-1.0195	-6.7261	+9.2473
1f8b_protein	1f8b_ligand	2.2882	-3.1211	-5.8058	-4.4021	-1.4038	-1.7055	+2.6847
1fm9_protein	1fm9_ligand	9.7040	-13.2362	-16.5175	-16.5072	-0.0104	-2.4716	+3.2813
1f8c_protein	1f8c_ligand	4.4117	-6.0175	-8.7022	-5.0705	-3.6317	-2.0982	+2.6847
1f8d_protein	1f8d_ligand	3.6889	-5.0317	-7.7164	-5.2478	-2.4686	-2.1295	+2.6847
1f8e_protein	1f8e_ligand	5.1632	-7.0426	-9.7273	-5.1011	-4.6262	-2.1124	+2.6847
1fzq_protein	1fzq_ligand	8.5424	-11.6519	-14.0383	-9.9107	-4.1276	+0.1750	+2.3864
1fzj_protein	1fzj_ligand	8.9568	-12.2171	-21.7627	-18.6665	-3.0962	-7.7545	+9.5456
1g2k_protein	1g2k_ligand	8.6850	-11.8463	-15.7242	-15.5880	-0.1362	-2.7822	+3.8779
1g2l_protein	1g2l_ligand	6.5196	-8.8927	-12.7706	-12.5096	-0.2610	-2.4053	+3.8779
1g3d_protein	1g3d_ligand	3.3949	-4.6306	-6.4204	-6.1793	-0.2411	-0.8392	+1.7898
1fzk_protein	1fzk_ligand	9.3111	-12.7003	-20.1578	-17.4935	-2.6644	-5.6593	+7.4575
1fzo_protein	1fzo_ligand	9.2280	-12.5870	-20.0445	-17.0128	-3.0318	-7.6208	+7.4575
1g3e_protein	1g3e_ligand	3.3854	-4.6177	-6.4075	-6.0441	-0.3634	-0.0316	+1.7898
1fzm_protein	1fzm_ligand	8.6506	-11.7994	-21.3450	-18.8631	-2.4820	-7.1304	+9.5456
1fo0_protein	1fo0_ligand	12.2302	-16.6820	-26.2276	-22.2919	-3.9358	-8.6606	+9.5456
1g7f_protein	1g7f_ligand	7.0806	-9.6579	-14.4307	-10.4804	-3.9503	-2.0789	+4.7728
1g7v_protein	1g7v_ligand	-1.6633	2.2687	-2.5041	-2.0504	-0.4537	-2.5558	+4.7728
1g35_protein	1g35_ligand	8.4479	-11.5230	-15.6992	-15.6427	-0.0565	-2.5360	+4.1762
1g32_protein	1g32_ligand	6.6417	-9.0593	-11.1474	-10.9022	-0.2452	-0.9540	+2.0881
1g30_protein	1g30_ligand	5.8140	-7.9303	-11.8082	-11.6088	-0.1993	-1.7080	+3.8779
1g7g_protein	1g7g_ligand	6.3635	-8.6798	-14.3475	-11.6168	-2.7307	-2.4158	+5.6677
1g74_protein	1g74_ligand	2.8182	-3.8440	-8.3185	-7.7470	-0.5716	-1.2568	+4.4745
1g36_protein	1g36_ligand	5.8606	-7.9939	-10.0820	-9.8468	-0.2353	-0.9640	+2.0881
1g7q_protein	1g7q_ligand	4.5826	-6.2507	-13.4099	-10.8076	-2.6024	-5.5412	+7.1592
1g85_protein	1g85_ligand	1.9990	-2.7267	-4.5165	-4.5104	-0.0060	-0.1871	+1.7898
1g2o_protein	1g2o_ligand	4.5386	-6.1906	-7.6821	-6.8164	-0.8657	-1.6479	+1.4915
1ghz_protein	1ghz_ligand	4.3846	-5.9806	-6.8755	-6.6833	-0.1923	+0.0557	+0.8949
1gnm_protein	1gnm_ligand	5.3175	-7.2531	-13.2191	-12.5325	-0.6866	-3.2701	+5.9660
1gj6_protein	1gj6_ligand	6.6993	-9.1378	-10.6293	-10.4371	-0.1922	-0.8420	+1.4915
1gi7_protein	1gi7_ligand	4.1910	-5.7165	-6.6114	-6.5337	-0.0777	+0.0361	+0.8949
1gjc_protein	1gjc_ligand	-3.6762	5.0144	+3.5229	+3.4816	+0.0413	-1.0325	+1.4915
1gfy_protein	1gfy_ligand	6.7847	-9.2543	-10.1492	-8.1851	-1.9641	-1.3027	+0.8949
1ghv_protein	1ghv_ligand	4.1748	-5.6944	-6.5893	-6.3541	-0.2351	+0.0557	+0.8949
1gaf_protein	1gaf_ligand	5.3591	-7.3098	-9.6962	-7.6736	-2.0226	-0.2164	+2.3864
1gnn_protein	1gnn_ligand	1.8107	-2.4698	-8.4358	-8.4313	-0.0045	-3.5108	+5.9660
1gai_protein	1gai_ligand	4.3424	-5.9230	-12.4856	-10.3968	-2.0887	-6.2929	+6.5626
1gar_protein	1gar_ligand	8.6718	-11.8283	-18.6892	-15.8175	-2.8717	-2.0740	+6.8609
1gno_protein	1gno_ligand	2.4176	-3.2976	-9.2636	-9.6852	+0.4216	-3.8007	+5.9660
1gyx_protein	1gyx_ligand	4.3362	-5.9146	-6.2129	-4.6875	-1.5254	-0.0427	+0.2983
1gyy_protein	1gyy_ligand	4.0059	-5.4641	-6.3590	-4.7014	-1.6576	-0.1079	+0.8949
1h0a_protein	1h0a_ligand	8.5222	-11.6243	-14.3090	-5.8194	-8.4897	-0.7869	+2.6847
1gwv_protein	1gwv_ligand	1.3846	-1.8886	-5.4682	-5.4409	-0.0273	-3.1024	+3.5796
1h4w_protein	1h4w_ligand	3.8952	-5.3131	-5.9097	-5.7136	-0.1960	+0.1029	+0.5966
1gx8_protein	1gx8_ligand	4.3455	-5.9273	-7.7171	-7.7577	+0.0407	-0.7682	+1.7898
1gvw_protein	1gvw_ligand	4.6795	-6.3828	-12.3488	-13.7367	+1.3879	-3.4817	+5.9660
1h6h_protein	1h6h_ligand	4.3402	-5.9201	-11.8861	-7.5635	-4.3227	-2.1156	+5.9660
1gvx_protein	1gvx_ligand	8.1944	-11.1771	-20.1261	-16.6998	-3.4263	-8.7566	+8.9490
1gpk_protein	1gpk_ligand	6.1674	-8.4124	-8.7107	-7.8546	-0.8561	+0.1744	+0.2983
1gpn_protein	1gpn_ligand	6.4155	-8.7507	-8.7507	-7.8434	-0.9073	+0.0000	+0.0000
