,qed,MaxPartialCharge,MinPartialCharge,TPSA,FractionCSP3,HeavyAtomCount,MolLogP,TPSA/HeavyAtomCount,ligand,pK_AD42,pK_ref,pK_Vina
16,0.29430088736871995,0.2691955962514623,-0.7689868027457815,132.63,0.36363636363636365,20,0.4471999999999996,6.6315,1aj7_ligand,4.4514,3.87,4.127038
17,0.4373570390196941,0.30053328582543304,-0.26474954185079047,66.50999999999999,0.0,10,-0.5637000000000001,6.650999999999999,1a9q_ligand,2.8207,6.17,3.278526
18,0.1862409564232263,0.37808721721670585,-0.3589397543101911,156.86,0.8333333333333334,36,0.9072000000000026,4.357222222222223,1apv_ligand,5.3323,9.0,5.974619
19,0.37890411972091204,0.2713677598802404,-0.7895094717435162,241.08999999999997,0.5,27,-3.641999999999997,8.929259259259258,1amw_ligand,1.8278,4.54,3.975169
20,0.5755916860115025,0.15717482152903928,-0.5498061978958932,80.59,0.125,12,-0.6098000000000001,6.715833333333333,1ai4_ligand,2.994,2.5,3.594113
21,0.514729544768675,0.11507481947527982,-0.5079669948663066,20.23,0.0,7,1.3921999999999997,2.89,1ai7_ligand,2.6171,4.09,3.400806
22,0.37890411972091204,0.2713677598802404,-0.7895094717435162,241.08999999999997,0.5,27,-3.641999999999997,8.929259259259258,1atr_ligand,2.1026,6.96,6.812676
23,0.3372388950642308,0.21685645022632133,-0.39356652265812636,119.25,0.875,15,-3.0775999999999977,7.95,1ax0_ligand,2.104,3.13,3.778842
24,0.5755916860115025,0.1189173288598495,-0.5498037157306631,80.59,0.125,12,-0.6098000000000001,6.715833333333333,1ajp_ligand,2.5938,2.23,3.577185
25,0.5830799569795811,0.04659212789849326,-0.5497746612015927,40.129999999999995,0.16666666666666666,9,0.04049999999999976,4.458888888888889,1ajq_ligand,3.8624,4.31,3.569758
26,0.17995413107058583,0.2783136855459573,-0.5478976931178278,181.25,0.48,34,-2.463299999999993,5.330882352941177,1b0h_ligand,12.09,6.7,6.967588
27,0.17061725366267788,0.2783037761597441,-0.5478976931244072,181.25,0.5909090909090909,31,-3.2263999999999955,5.846774193548387,1b1h_ligand,10.5843,7.03,6.308805
28,0.1419102879031342,0.2783036221565764,-0.5478976931244188,208.89,0.8235294117647058,27,-5.8371000000000075,7.736666666666666,1b2h_ligand,9.7397,4.54,5.81846
29,0.5083096579048497,0.2783606451824353,-0.3935684662734556,140.39000000000001,0.6,19,-1.6102000000000007,7.388947368421054,1a69_ligand,2.8872,5.3,5.327969
30,0.46032800832660536,0.18359655287969118,-0.7898618882922245,109.72000000000001,0.6666666666666666,10,-2.6069,10.972000000000001,1ado_ligand,2.4535,6.0,2.746716
31,0.18008212296673481,0.2783124377919532,-0.547897693118204,181.25,0.8333333333333334,27,-3.8130999999999995,6.712962962962963,1b3g_ligand,9.6336,6.7,5.577918
32,0.15565128419579682,0.2783146106603325,-0.5478976931177657,209.93,0.6666666666666666,29,-4.8934000000000015,7.23896551724138,1b3f_ligand,9.3375,6.89,5.572163
33,0.175301588693247,0.2783037622786109,-0.5478976931244076,181.25,0.8571428571428571,30,-2.8887999999999963,6.041666666666667,1b3h_ligand,10.3165,6.21,6.075337
34,0.21123695765497882,0.2780896392775889,-0.5478976947615868,181.25,0.7857142857142857,23,-5.227800000000003,7.880434782608695,1b3l_ligand,8.4158,5.89,4.970711
35,0.19429581810573593,0.27874873135159867,-0.5079666451683167,173.91,0.5675675675675675,49,1.0317000000000047,3.5491836734693876,1b6k_ligand,9.7954,8.74,7.836063
36,0.11308977434268422,0.2784719027927624,-0.49358593974269516,236.48,0.6470588235294118,49,-2.188099999999996,4.826122448979592,1b6j_ligand,9.8048,7.92,8.204787
37,0.17073592842718824,0.2783143740491948,-0.5500723459335796,221.38,0.75,27,-6.719200000000008,8.199259259259259,1b4z_ligand,8.4498,5.23,5.711158
38,0.15374308984813775,0.2783073204550903,-0.5478976931241633,208.89,0.8125,26,-6.227200000000008,8.034230769230769,1b4h_ligand,8.3483,5.46,5.076188
39,0.16613091688146142,0.2784721848011853,-0.5478976929859886,208.89,0.8,25,-6.617300000000006,8.355599999999999,1b5h_ligand,8.5556,6.01,5.032148
40,0.2668516113223447,0.2782092943293094,-0.49358593974269516,164.29,0.6428571428571429,39,-1.0402999999999938,4.2125641025641025,1b6l_ligand,7.9357,8.3,8.221364
41,0.14966205992547235,0.27831661459120605,-0.5478976931176318,224.33999999999997,0.75,27,-5.983800000000005,8.308888888888887,1b5i_ligand,8.4492,7.05,5.535154
42,0.13790750492806816,0.27830379941656386,-0.547897693124407,224.33999999999997,0.7647058823529411,28,-5.5937000000000054,8.012142857142857,1b5j_ligand,9.8469,7.43,5.911034
43,0.1306668856058656,0.27832831640601324,-0.547897693106777,181.25,0.8,25,-4.929399999999999,7.25,1b05_ligand,8.7479,7.12,4.867412
44,0.26774378948565225,0.3489976635205701,-0.390081571511652,158.75000000000003,0.5454545454545454,20,-6.753099999999997,7.937500000000002,1b8n_ligand,4.9724,10.5,6.337595
45,0.36425295866635665,0.2762706478233284,-0.39008157153721307,135.41000000000003,0.5454545454545454,19,-5.417899999999996,7.126842105263159,1b8o_ligand,4.2996,10.6,6.182119
46,0.1826737083200987,0.2783035907674163,-0.5478976931244193,181.25,0.8235294117647058,26,-4.0591,6.971153846153846,1b6h_ligand,9.4534,7.82,5.489685
47,0.28787963818595974,0.2777751212132938,-0.7895093814523427,290.4499999999999,0.5,31,-4.156999999999998,9.369354838709674,1b38_ligand,4.6669,6.6,5.616576
48,0.26185774528015165,0.4074720687625005,-0.4438310168431995,116.34000000000002,0.45161290322580644,39,4.968900000000004,2.9830769230769234,1bdq_ligand,6.7746,6.34,6.749333
49,0.17060918354789756,0.27830359210728267,-0.5478976931244193,181.25,0.8333333333333334,27,-3.6689999999999987,6.712962962962963,1b7h_ligand,9.5518,8.02,5.425836
50,0.4414472626928827,0.07297321027631856,-0.39866532629934587,64.92999999999999,0.0,16,2.5524000000000004,4.0581249999999995,1bcu_ligand,3.4746,3.28,4.816122
51,0.10467463776745321,0.24307185458585126,-0.5501702275331577,276.91999999999996,0.5172413793103449,45,-5.663200000000007,6.153777777777777,1bhf_ligand,4.9198,4.38,4.299047
52,0.18008212296673481,0.27830375957112635,-0.5478976931244076,181.25,0.8333333333333334,27,-3.8130999999999995,6.712962962962963,1b9j_ligand,9.741,5.96,5.762793
53,0.021580416831776583,0.33826576532263125,-0.5501702275331575,349.09999999999985,0.625,60,-4.880400000000022,5.818333333333331,1bai_ligand,5.7128,7.7,5.005557
54,0.1626864502237999,0.2783040784430178,-0.5478976931243866,181.25,0.8235294117647058,27,-4.1061,6.712962962962963,1b32_ligand,9.4672,7.1,5.485828
55,0.16643968760464933,0.2783714485123942,-0.5478976930726441,201.47999999999996,0.8,25,-5.866900000000003,8.059199999999999,1b51_ligand,8.259,7.37,5.259223
56,0.2532695221400433,0.2808995946272068,-0.5478976931205469,172.45999999999998,0.8235294117647058,26,-4.353,6.633076923076922,1b46_ligand,9.8226,5.28,6.098585
57,0.1827257918001463,0.278313682718651,-0.5478976931178279,181.25,0.5714285714285714,30,-3.6164999999999967,6.041666666666667,1b40_ligand,10.4862,7.28,6.383644
58,0.16355232040684847,0.27837947466846685,-0.5478976930659629,201.47999999999996,0.8125,26,-5.478400000000001,7.749230769230768,1b52_ligand,8.7732,7.12,5.444934
59,0.1512573192420734,0.27831368271889756,-0.5478976931178279,201.47999999999996,0.5714285714285714,31,-3.9108999999999945,6.499354838709676,1b58_ligand,10.1889,6.59,6.530711
60,0.5084807566620755,0.32317844704073095,-0.30772101229505416,92.74000000000001,0.0,20,1.4484,4.6370000000000005,1bju_ligand,5.0393,4.8,5.669443
61,0.4212860180922304,0.3231784676143826,-0.45738190980365184,101.97000000000001,0.0,26,2.587300000000001,3.9219230769230773,1bjv_ligand,4.7677,5.54,5.310799
62,0.1545704543599068,0.33826683628591253,-0.3541600600972122,159.22000000000003,0.5263157894736842,31,-2.291799999999996,5.136129032258065,1bhx_ligand,6.9549,6.84,6.370924
63,0.30024094548533137,0.4706839983625891,-0.336271185541262,87.30000000000001,0.4444444444444444,37,4.519700000000003,2.3594594594594596,1bma_ligand,5.7467,4.59,4.872221
64,0.5424368231942893,0.3420362141953247,-0.5068954706432783,96.36000000000001,0.3333333333333333,25,2.691600000000002,3.8544000000000005,1bgq_ligand,4.636,8.57,5.799201
65,0.3688699104988422,0.2701711739157781,-0.2870402722363663,51.61,0.0,9,-0.849,5.734444444444445,1bty_ligand,3.7504,4.74,3.652155
66,0.7027986527515133,0.2811187693357042,-0.544815097928728,144.69,0.14285714285714285,23,-1.3905999999999992,6.290869565217391,1br6_ligand,5.547,3.22,5.811393
67,0.940175687015344,0.41598550592015754,-0.5447330846167604,52.16,0.07142857142857142,20,2.812500000000001,2.6079999999999997,1bm7_ligand,4.1631,7.52,4.833402
68,0.11165449133600003,0.32081945060333505,-0.388170523679155,147.99,0.1951219512195122,54,6.486400000000005,2.740555555555556,1bv9_ligand,12.0055,9.96,9.655337
69,0.11165449133600003,0.32081945060333505,-0.388170523679155,147.99,0.1951219512195122,54,6.486400000000005,2.740555555555556,1bv7_ligand,11.6405,10.3,9.975007
70,0.11165449133600003,0.32081945060333505,-0.388170523679155,147.99,0.1951219512195122,54,6.486400000000005,2.740555555555556,1bwa_ligand,11.5117,8.6,9.592815
71,0.14129941380274422,0.39295295590265167,-0.3881705236791549,174.87,0.20408163265306123,62,1.3000000000000023,2.8204838709677422,1bwb_ligand,13.0829,8.42,9.973431
72,0.22958689319125486,0.33528029169939,-0.7770333195728164,192.05999999999997,0.6333333333333333,44,1.5207000000000057,4.364999999999999,1bxo_ligand,6.3466,10.0,7.973519
73,0.13709236220767093,0.3352802901673773,-0.7770333195728225,206.04999999999998,0.6206896551724138,43,1.3762000000000063,4.791860465116279,1bxq_ligand,4.243,7.38,5.794817
74,0.835744347486163,0.3988526692858474,-0.5448147394435404,97.66,0.08333333333333333,20,1.4302999999999997,4.883,1bzj_ligand,5.7081,4.66,6.076415
75,0.5581147155997511,0.32994300246292274,-0.789873386639342,156.74,0.5555555555555556,20,-2.9696999999999987,7.837000000000001,1bp0_ligand,5.5198,5.4,5.077757
76,0.2096207777124609,0.3477538781342898,-0.353677020156081,163.78,0.4782608695652174,36,-0.8022999999999958,4.549444444444444,1c4u_ligand,7.2712,10.4,5.705044
77,0.3688699104988422,0.2701711739157781,-0.2870402722363663,51.61,0.0,9,-0.849,5.734444444444445,1c5p_ligand,3.6201,4.68,3.855469
78,0.4602979414028167,0.28046169150069944,-0.2863252247033464,51.61,0.0,13,0.9702999999999998,3.9699999999999998,1c5q_ligand,4.9707,6.36,4.692933
79,0.47954354863420673,0.2804610388485726,-0.2863252291040706,51.61,0.0,12,0.3656999999999996,4.300833333333333,1c5s_ligand,4.6545,6.0,4.525938
80,0.4602979414028167,0.28046169150069944,-0.2863252247033464,51.61,0.0,13,0.9702999999999998,3.9699999999999998,1c5n_ligand,4.4141,4.7,3.650828
81,0.3688699104988422,0.2701711739157781,-0.2870402722363663,51.61,0.0,9,-0.849,5.734444444444445,1c5o_ligand,3.3312,3.49,3.390982
82,0.46737925926793283,0.2805165165342159,-0.28632444072451874,64.5,0.0,12,-0.2393000000000003,5.375,1c5t_ligand,4.2238,4.1,4.5211
83,0.4602979414028167,0.28046169150069944,-0.2863252247033464,51.61,0.0,13,0.9702999999999998,3.9699999999999998,1c5x_ligand,5.4688,6.68,4.483028
84,0.803675798806156,0.22078059009678477,-0.7440194495393527,143.49999999999997,0.08333333333333333,22,0.6064000000000003,6.522727272727272,1c5c_ligand,7.8915,6.96,6.239699
85,0.46737925926793283,0.2805165165342159,-0.28632444072451874,64.5,0.0,12,-0.2393000000000003,5.375,1c5y_ligand,4.5284,4.2,4.535359
86,0.14617584556046784,0.2842652968105592,-0.45508650935710104,120.68,0.4358974358974359,48,1.3839000000000061,2.5141666666666667,1c70_ligand,9.371,10.3,8.3561
87,0.4697131132409546,0.07286526129574174,-0.544765951231946,240.77999999999997,0.0,24,-8.132399999999999,10.032499999999999,1bq4_ligand,6.2866,5.22,3.769054
88,0.5458999990576173,0.0767899522503066,-0.5498653595432068,67.77,0.875,11,-1.2153999999999985,6.16090909090909,1ceb_ligand,4.8688,6.0,3.151327
89,0.47578311104808035,0.30237175290403173,-0.36762418124697116,92.53,0.0,12,-0.5146,7.710833333333333,1c3x_ligand,2.4316,3.68,2.717669
90,0.5141608982518332,0.2672003776161953,-0.5450707393289984,121.72,0.09090909090909091,18,-3.1942999999999993,6.762222222222222,1c83_ligand,6.6032,4.85,5.450733
91,0.685974193244394,0.2708652783785626,-0.5447326901861416,109.35999999999999,0.0,19,-1.1083000000000003,5.75578947368421,1c84_ligand,5.7523,5.0,5.473152
92,0.6126208744054128,0.2714679683784547,-0.5446892176106279,118.59,0.3,18,-2.127299999999999,6.588333333333334,1c86_ligand,7.6021,4.7,4.670894
93,0.26397076668398234,0.3489976635205701,-0.7898711228370126,210.94000000000003,0.5454545454545454,24,-7.900100000000001,8.789166666666668,1bzy_ligand,8.0183,8.34,6.788109
94,0.5367893791570236,0.27146798139478656,-0.5446891764724371,125.97,0.3,18,-3.580499999999999,6.998333333333333,1c88_ligand,7.9288,5.29,5.004113
95,0.6126208744054128,0.2714679683784547,-0.5446892176106279,118.59,0.3,18,-2.127299999999999,6.588333333333334,1c87_ligand,6.615,4.2,4.289626
96,0.1481011418852624,0.2520434088172774,-0.3902752405876739,137.35000000000002,0.2777777777777778,45,2.9699,3.052222222222223,1d4h_ligand,8.7644,10.0,8.509677
97,0.15166646281610688,0.2519329531023299,-0.3902752406487107,137.35,0.3157894736842105,47,3.457200000000001,2.9223404255319148,1d4i_ligand,9.0727,8.85,8.970059
98,0.13870905439523598,0.2520434088172774,-0.3902752405876739,137.35000000000002,0.2777777777777778,47,3.7624000000000013,2.922340425531915,1d4j_ligand,8.225,8.36,8.432815
99,0.25950272708951,0.1370050393314395,-0.5079129096398816,38.34,0.375,38,4.863400000000006,1.0089473684210528,1d3d_ligand,6.6919,9.09,6.559831
100,0.27058877145801213,0.2129072722333094,-0.5079129096398266,60.459999999999994,0.40625,39,3.374700000000003,1.55025641025641,1d3p_ligand,6.0661,7.39,6.377881
101,0.18114443083888504,0.27874872194558536,-0.49360147104376384,153.6,0.4878048780487805,51,2.755300000000002,3.011764705882353,1d4k_ligand,9.3709,9.22,7.993204
102,0.5138279807876002,0.13162401491987552,-0.39591872498242264,37.3,0.75,6,-0.04219999999999996,6.216666666666666,1d7j_ligand,1.7332,3.3,2.053614
103,0.53839357757406,0.06862384367470226,-0.2590138813383553,17.07,1.0,6,0.6854,2.845,1d7i_ligand,2.3163,3.6,1.151723
104,0.3150352910323972,0.2426615466584195,-0.4936014792661951,151.06,0.5625,43,3.4876000000000005,3.5130232558139536,1d4l_ligand,8.0887,8.77,7.595469
105,0.40735237503587596,0.30181188639948725,-0.7898604764931526,205.51999999999998,0.6,24,-4.754099999999995,8.563333333333333,1det_ligand,3.2468,4.3,3.57989
106,0.265159652368967,0.4173902136937372,-0.8749610875726728,108.42,0.3548387096774194,42,6.127800000000007,2.5814285714285714,1d4y_ligand,8.2273,11.1,7.293688
107,0.6233780499647515,0.27198098130244913,-0.3372944097327931,84.27999999999999,0.3181818181818182,27,1.1790000000000005,3.121481481481481,1d4p_ligand,6.6984,6.3,7.365462
108,0.3770913468685404,0.3477538792901006,-0.3693954173008842,166.86999999999998,0.4166666666666667,37,0.544200000000002,4.51,1d6w_ligand,6.7353,5.96,4.866591
109,0.5094566933688769,0.3477538781342896,-0.35513090598924185,139.80999999999997,0.5,33,-0.6867999999999952,4.2366666666666655,1d9i_ligand,5.3469,9.11,4.112243
110,0.07559578952464788,0.3220082213737892,-0.3593094808448762,189.12,0.4090909090909091,60,4.280000000000002,3.152,1dif_ligand,8.0317,10.7,7.977771
111,0.3240967630874086,0.31946820399234155,-0.7460637033092421,101.72999999999999,0.45454545454545453,20,1.1647999999999994,5.086499999999999,1dl7_ligand,3.3974,6.49,2.049897
112,0.2516118648616244,0.320819464525582,-0.3987197966894994,116.05,0.24242424242424243,40,4.233200000000002,2.90125,1dmp_ligand,8.1778,9.55,8.665609
113,0.3094201310733961,0.25130062855365026,-0.5501702476343007,216.2,0.25,33,-2.400999999999997,6.551515151515151,1dhi_ligand,5.3243,7.26,5.432177
114,0.49051986767922323,0.16713850593534102,-0.39356685392664126,139.54,0.5,19,-1.9799999999999998,7.344210526315789,1dgm_ligand,1.7647,5.05,3.492603
115,0.3094201310733961,0.25130062855365026,-0.5501702476343007,216.2,0.25,33,-2.400999999999997,6.551515151515151,1dhj_ligand,5.8833,6.55,5.86096
116,0.5018518828602035,0.31493629272404555,-0.5501718608840283,81.25999999999999,0.8,16,-0.5378999999999998,5.078749999999999,1df8_ligand,6.2348,9.7,5.831877
117,0.3265715634466632,0.30181188638991086,-0.7895094717435162,254.88,0.6,28,-5.2690999999999955,9.102857142857143,1dar_ligand,4.9465,4.96,3.995271
118,0.45952272047165377,0.32994300246308755,-0.7895094717435162,206.1,0.5555555555555556,24,-3.4846999999999984,8.5875,1dud_ligand,4.1973,4.82,4.953365
119,0.4963791101865597,0.4857693669352975,-0.4602710989306306,87.91,0.6666666666666666,18,-2.719699999999997,4.8838888888888885,1e1v_ligand,1.6652,4.92,3.970572
120,0.26397076668398234,0.3489976635205701,-0.7898711228370126,210.94000000000003,0.5454545454545454,24,-7.900100000000001,8.789166666666668,1dqn_ligand,6.0939,8.0,5.740674
121,0.7901907634181753,0.2503830195164886,-0.47557335225912817,116.48,0.6363636363636364,18,1.9979999999999998,6.471111111111111,1e1x_ligand,4.0692,5.89,4.141708
122,0.7358478573657866,0.15580448855586249,-0.38927508017600365,37.3,0.631578947368421,21,3.7194000000000034,1.776190476190476,1e3g_ligand,8.058,9.0,8.154787
123,0.7804293517651071,0.0771067579813466,-0.3819956284573534,29.360000000000003,0.5,22,3.3935000000000013,1.3345454545454547,1cet_ligand,2.6655,2.89,3.307918
124,0.7713900292451945,0.060178772173073436,-0.550171675867077,80.59,0.9583333333333334,28,3.143200000000003,2.878214285714286,1e3v_ligand,1.5635,4.34,4.420975
125,0.09458099339871878,0.18659136249262823,-0.3936303231781687,318.37,1.0,46,-7.661499999999993,6.921086956521739,1e5j_ligand,1.2193,4.0,4.672647
126,0.27749988987689006,0.27019671831885533,-0.34056340563841386,118.09,0.21428571428571427,35,1.7436000000000011,3.374,1eb2_ligand,6.2814,6.01,5.225865
127,0.1229265163751658,0.25212830728181684,-0.3870068542475361,175.32,0.5882352941176471,46,1.5090000000000023,3.811304347826087,1ebw_ligand,7.9625,9.05,6.932317
128,0.12864999549152015,0.2520434088172884,-0.3902752405876739,157.57999999999998,0.3157894736842105,48,2.427999999999998,3.2829166666666665,1eby_ligand,8.7206,9.7,8.599751
129,0.39302429393032645,0.14580877255681288,-0.5054933536425348,20.23,0.0,12,5.204700000000001,1.6858333333333333,1e4h_ligand,3.835,8.41,4.200806
130,0.14668001558412203,0.25212813899485925,-0.3902752405876739,166.45,0.4,46,1.5402999999999991,3.618478260869565,1ebz_ligand,8.5253,9.4,7.616349
131,0.12529297870975467,0.25204342952598996,-0.3902752405876739,157.57999999999998,0.3157894736842105,50,2.7062,3.1515999999999997,1ec0_ligand,9.0911,8.49,9.05346
132,0.6385781086388349,0.328094401855701,-0.3956829946962554,95.32,0.6666666666666666,18,-0.8506800000000001,5.295555555555556,1e2l_ligand,4.8766,4.29,5.267471
133,0.08252199545191681,0.2521281389949172,-0.387006851839224,175.32,0.4,54,4.109600000000002,3.2466666666666666,1ec1_ligand,8.8272,8.92,7.198614
134,0.6385781086388349,0.328094401855701,-0.3956829946962554,95.32,0.6666666666666666,18,-0.8506800000000001,5.295555555555556,1e2k_ligand,4.9894,4.94,5.388072
135,0.0824519287998773,0.2521281389949172,-0.387006851839224,201.09999999999997,0.38095238095238093,56,2.776600000000003,3.591071428571428,1ec2_ligand,8.6105,10.0,7.379523
136,0.3265715634466632,0.30181188638991086,-0.7895094717435162,254.88,0.6,28,-5.2690999999999955,9.102857142857143,1d2e_ligand,6.3538,6.0,6.212625
137,0.0732378887153458,0.25212814163701686,-0.387006851839224,201.09999999999997,0.38095238095238093,56,2.583400000000003,3.591071428571428,1ec3_ligand,7.7729,9.04,6.374399
138,0.15126305811161758,0.2739619006746629,-0.7558706242248348,297.26,0.5454545454545454,44,-2.846699999999994,6.755909090909091,1drv_ligand,5.2351,6.54,5.074758
139,0.1961524678132029,0.2882932170207731,-0.7350877846913515,192.12,0.8,17,-4.1667999999999985,11.301176470588235,1duv_ligand,9.2026,11.8,6.106642
140,0.41532351458735334,0.34322159761728915,-0.33407554027717207,104.77,0.5789473684210527,25,0.9403000000000017,4.190799999999999,1ejn_ligand,8.2419,5.62,6.359186
141,0.49513942553632,0.47068396982676197,-0.3575608543441131,106.15,0.5909090909090909,32,2.1988000000000003,3.3171875,1ela_ligand,4.6876,6.36,5.073622
142,0.35001426912081157,0.47068396877240193,-0.35756085434411944,114.94,0.6086956521739131,33,2.7387000000000006,3.483030303030303,1elb_ligand,2.8411,7.15,3.47217
143,0.514816503313036,0.27086495148932044,-0.5447324251537222,109.35999999999999,0.0,16,-1.6568999999999998,6.834999999999999,1ecv_ligand,6.702,4.85,5.322405
144,0.3312743541722102,0.47068396877241225,-0.35756085434411944,114.94,0.4230769230769231,36,2.9353000000000016,3.1927777777777777,1elc_ligand,5.2453,6.66,2.144018
145,0.8902424562031764,0.2504592016705586,-0.4967552896247482,77.04,0.13333333333333333,20,0.7456999999999999,3.8520000000000003,1efy_ligand,5.3373,8.22,5.925301
146,0.6105691766018534,0.4706841326905665,-0.34278381947936093,87.30000000000001,0.47058823529411764,29,2.851700000000001,3.0103448275862075,1ele_ligand,4.5944,6.85,5.089311
147,0.13908351824034856,0.2811192145126118,-0.7558705633874921,418.51000000000005,0.4117647058823529,48,-4.868299999999993,8.718958333333335,1ex8_ligand,9.835,6.33,7.566569
148,0.15702868109260265,0.3780872205518845,-0.3777717370930017,169.33,0.6875,46,1.8319000000000012,3.6810869565217392,1epo_ligand,7.2158,7.96,6.662925
149,0.21246967162691216,0.31057370465407846,-0.46872644754435777,134.64999999999998,0.2222222222222222,34,0.7101000000000031,3.960294117647058,1f0u_ligand,6.9458,7.16,5.940088
150,0.29724412944898826,0.2701873442969771,-0.5076034595722223,151.20999999999998,0.21052631578947367,30,-0.4543000000000001,5.040333333333333,1f0t_ligand,5.6448,6.0,5.066386
151,0.21246967162691216,0.31057370465407846,-0.46872644754435777,134.65,0.2222222222222222,34,0.7101000000000031,3.960294117647059,1ezq_ligand,8.2586,9.05,6.742639
152,0.7638693503355111,0.07405539221285373,-0.39789344155837686,38.91,0.3888888888888889,21,4.856500000000003,1.8528571428571428,1e66_ligand,7.4856,9.89,8.57294
153,0.47933671818035106,0.250376704685143,-0.38318560812410435,118.27999999999999,0.19047619047619047,31,2.5061,3.8154838709677414,1f0r_ligand,5.2469,7.66,6.286232
154,0.7812262265745369,0.2503767047143035,-0.33533512411926564,104.09,0.2631578947368421,29,1.5248,3.5893103448275863,1f0s_ligand,6.0847,7.74,5.584655
155,0.3898787627074053,0.0913022373668458,-0.789862911571474,112.55000000000001,0.5,9,-3.4184,12.505555555555556,1egh_ligand,3.3004,5.7,3.401532
156,0.3688699104988422,0.2701711739157781,-0.2870402722363663,51.61,0.0,9,-0.849,5.734444444444445,1f5k_ligand,3.6331,3.74,3.706048
157,0.44642040110660897,0.24883088294642522,-0.3962585044770877,117.48,0.9166666666666666,20,-2.018399999999997,5.8740000000000006,1f4x_ligand,2.9077,5.59,4.075374
158,0.76655570490098,0.24316799996577979,-0.5483967684122513,77.51,0.4166666666666667,18,-0.10197999999999974,4.306111111111111,1f4e_ligand,2.8602,2.96,4.645872
159,0.25701992310542715,0.3458515959733412,-0.38160483990898036,158.53,0.0,15,-2.902000000000001,10.568666666666667,1f5l_ligand,4.4024,5.28,4.826745
160,0.2968952706643552,0.12098831813256025,-0.7898616422322825,330.14,1.0,28,-8.422600000000005,11.790714285714285,1fao_ligand,11.0825,7.37,4.67945
161,0.41076817441080316,0.25129944465401516,-0.5501702476343007,186.87,0.4117647058823529,29,-4.0319999999999965,6.443793103448276,1f4f_ligand,2.8819,4.62,5.085843
162,0.2823992752863134,0.2512994446540153,-0.5501702476343007,215.97,0.45,34,-4.525699999999995,6.352058823529411,1f4g_ligand,3.9548,6.48,5.958021
163,0.7124770920989011,0.10407796471409471,-0.5448147394435408,60.36,0.34615384615384615,29,4.634000000000004,2.0813793103448277,1fcx_ligand,10.0566,7.19,11.067067
164,0.6096068593987444,0.19255294705142995,-0.5448147394435096,57.199999999999996,0.3076923076923077,29,4.783300000000003,1.9724137931034482,1fcy_ligand,10.6912,8.52,11.288277
