PDBcode,is_drug,has_clinical_trials,LE,Vina_dLE
1e2l,False,False,0.3237259169145955,-0.0737605351357637
1ec1,False,False,0.22436947776831323,0.043298932495256244
1e2k,False,False,0.37277529826529177,-0.03381177600087569
1ec2,False,False,0.24255188580014647,0.06356016380459106
1d2e,False,False,0.29106226296017573,-0.010314518943651192
1ec3,False,False,0.21926690476333238,0.0646546549340756
1drv,False,False,0.20189136967146737,0.04523237221409179
1duv,False,False,0.9428134478631575,0.4548961428728212
1ejn,False,False,0.30534371799608834,-0.04016117464958306
1ela,False,False,0.269960248895563,0.05460234670656866
1elb,False,False,0.2942962881041777,0.1513806597591871
1ecv,False,False,0.41173182614574855,-0.040103953263996406
1elc,False,False,0.2512837536889517,0.17038932560836934
1efy,False,False,0.558257420357617,0.1558433995422388
1ele,False,False,0.32083759790667643,0.08246645684973843
1ex8,False,False,0.17912456766340815,-0.034992083335066836
1epo,False,False,0.23504332307450712,0.038300102798601264
1f0u,False,False,0.2860400121483138,0.048735145712272845
1f0t,False,False,0.27165811209616403,0.0422706361110914
1ezq,False,False,0.36154498742210067,0.09217843135063492
1e66,False,False,0.6396901734835864,0.08518810312318446
1f0r,False,False,0.3356292159123575,0.060192777635181195
1f0s,False,False,0.3625230668317775,0.10095119889929427
1egh,False,False,0.8602506883045193,0.34688748755191434
1f5k,False,False,0.5644451884664742,0.00512407567882721
1f4x,False,False,0.37964221165438927,0.10286510992294114
1f4e,False,False,0.22336333661240154,-0.12721689020994
1f5l,True,True,0.47811827728924866,0.041043465866048894
1fao,False,False,0.35752147966941583,0.13051959526791673
1f4f,False,False,0.21638973756625476,-0.02181897067469196
1f4g,False,False,0.2588742009386975,0.020852916131447633
1fcx,False,False,0.33676238378817575,-0.18159253477419626
1fcy,False,False,0.3990563991481581,-0.12965946613435056
1fcz,False,False,0.46383107287530234,-0.057357441024463815
1fch,False,False,0.21581727794306363,0.06681292419525639
1fd0,False,False,0.38032135693462965,-0.13082443447799044
1fh7,False,False,0.39541347427330537,0.050356660554572316
1fh8,False,False,0.5505071742184028,0.14589494789458152
1fkb,False,False,0.20269874517944544,0.04137070940723553
1fkg,False,False,0.3292825601165625,0.11125902042018447
1fh9,False,False,0.4366904151945836,0.06464580179024382
1fiv,False,False,0.14673991464866565,-0.006890697081552663
1fhd,False,False,0.4411210296418663,0.11134198786524237
1ecq,False,False,0.3134516678032662,0.1575324495267802
1fkf,False,False,0.2239987941845563,0.035330257472077055
1fkh,False,False,0.335456608118748,0.12112539608959712
1fjs,False,False,0.3560151047997097,0.1517584085961208
1fki,False,False,0.3067107717214755,-0.05358701629714209
1f74,False,False,0.20713931047332507,-0.052740317113101474
1f73,False,False,0.15458640188329337,-0.1088790189960734
1fpc,False,False,0.27165811209616403,0.04966721382623996
1fq5,False,False,0.1840264630328853,-0.012972091102924858
1fl3,False,False,0.4015815570117207,0.04715441509765213
1flr,False,False,0.5433162241923281,0.02592542026978528
1fkn,False,False,0.18972947511478122,0.07596828552065195
1f8b,False,False,0.3667384513298214,0.09743296639893817
1fm9,True,True,0.29816134254457033,0.0349741929643259
1f8c,False,False,0.5025675073779035,0.2254707319630463
1f8d,False,False,0.23090939528173943,-0.05650400442713779
1f8e,False,False,0.3273480250758777,0.04137013474584465
1fzq,False,False,0.3696490739594232,0.08207179649442395
1fzj,False,False,0.16179637558668591,0.02909050893381771
1g2k,False,False,0.2402665080317184,-0.01381260763070284
1g2l,False,False,0.252154452766183,0.024214872725027137
1g3d,False,False,0.44344191827462065,0.08651224237814441
1fzk,False,False,0.16778883394174837,0.02672926061845009
1fzo,False,False,0.1576016547381422,0.015358391115968432
1g3e,False,False,0.42985901266981247,0.08074182457999826
1fzm,False,False,0.1538064311132693,0.015429122099419365
1fo0,False,False,0.1084692033298255,-0.047935936677851086
1g7f,False,False,0.19050895809820734,0.018887796458673785
1g35,False,False,0.2352443651556144,0.0020056171618470235
1g32,False,False,0.2593486038918066,0.0013079489165829794
1g30,False,False,0.2385715471613748,0.04803960260752858
1g7g,False,False,0.20848180695752122,0.08449574948257663
1g74,False,False,0.44280272271674737,0.24828784011422717
1g36,False,False,0.3043419787077338,0.051396441411193816
1g7q,False,False,0.1444077332721714,0.018314951620933842
1g85,False,False,0.8270480301594327,0.4482269806094409
1g2o,False,True,0.7577831547945628,0.3160929435358262
1ghz,False,False,0.3431470889635756,-0.04578125482998283
1gnm,False,False,0.20212657150012203,0.08739526060346266
1gj6,False,False,0.3656936124371439,0.041634583469581266
1gi7,False,False,0.32241528567202626,-0.0549107546208357
1gfy,False,False,0.38333978040236477,0.02683053982293772
1ghv,False,False,0.3109770493732404,-0.05581330295378682
1gaf,False,False,0.5433162241923281,0.2119943842527078
1gnn,False,False,0.1836926281793109,0.07504409815525051
1gai,False,False,0.24696192008742185,0.04974544695248939
1gar,False,False,0.28297720010017086,0.13721490858785262
1gno,False,False,0.24901993608815032,0.15795722629088654
1gyx,True,True,0.3742845099991593,-0.19629818982543426
1gyy,False,False,0.38032135693462965,-0.0034394006669159058
1h0a,False,False,0.30787919370898587,0.07489642448211249
1gwv,False,True,0.15177420610590034,-0.08748702255167898
1h4w,False,False,0.7032926679822913,0.09177652382704792
1gx8,False,False,0.4120148033458487,0.14474584549462127
1gvw,False,False,0.20551526741188061,0.04093314905009337
1h6h,False,False,0.2056839991585242,0.07593053797917114
1gvx,False,False,0.15087473610263882,0.024219114770931492
1gpk,False,False,0.4052233505434447,-0.155327090662024
1gpn,False,False,0.4632485701008271,-0.06176461730004496
1h5v,False,False,0.09365055969630919,-0.021668928459645295
1hi3,False,False,0.21078657216350508,0.07736003027456687
1hi4,False,False,0.22587868950218082,0.08877646243540811
1hbv,False,False,0.20600740167292436,0.019989088991807322
1hi5,False,False,0.20324051349416714,0.046472452622175184
1h1s,False,False,0.39875530025544076,0.10496947067999234
1g98,False,False,0.5161504129827116,0.22628550255575064
1hih,False,False,0.26668875638708783,0.04237700903509854
1hmr,False,False,0.4448401585574685,0.19948697311368818
1hii,False,False,0.24117939708049685,0.0067428856326073846
1grp,False,False,0.3886800680760501,-0.015630476382788413
1hms,False,False,0.4326155435131412,0.17554458914767687
1hmt,False,False,0.39322511725919734,0.13547005985294688
1h22,False,False,0.3635424735404548,0.07904655811135101
1h46,False,False,0.25521564741665936,-0.04303278962533835
1h23,False,False,0.31504794944485687,0.04758582327177812
1hos,False,False,0.21115244167474567,0.06013811699575226
1hpo,False,False,0.34787330465647676,0.098266398394732
1hn4,False,False,0.1621459356573979,-0.05294743944494279
1hps,False,False,0.2664561482475141,0.08144891086606101
1hpv,True,True,0.3578125419323761,0.13165716361231955
1hsh,False,False,0.2843354906606516,0.041133777096203514
1hpx,False,False,0.3336670289876798,0.14868719552665108
1h2t,False,False,0.20609447158064748,0.04718991349903087
1hvi,False,False,0.25526495015932654,0.08201646455457226
1hvj,False,False,0.27165811209616403,0.09899650538645423
1hvh,False,False,0.24572711048698473,0.07586972713437708
1hvk,False,False,0.2576068304360176,0.07387740016574908
1hk4,True,True,0.30052178650638145,0.11126855932434787
1hvl,False,False,0.23301708753076136,0.06182271195429836
1hvr,False,False,0.28081180935157823,-0.020273490569068735
1hp5,False,False,0.6354859407963837,0.2456090097687714
1hvs,False,False,0.2412136684991801,0.07251810259674922
1hwr,False,False,0.37715201229350775,0.07616220413633658
1hxb,False,False,0.27498453795856603,0.06053329991623299
1hxw,True,True,0.29339076106385714,0.11484208143228165
1ikt,False,False,0.18472751622539152,-0.06178825727491557
1ie9,False,False,0.4618187905634788,0.07171090486423282
1iiq,False,False,0.1992159488705203,0.027393284928774606
1j4r,False,False,0.23302229170915403,0.08378515714351506
1izh,False,False,0.20917674631404626,0.02636439261312148
1izi,False,False,0.1790226958713721,-0.007516616966833567
1ivp,False,False,0.1731244917765384,0.0611698326475409
1i7z,False,False,0.3951390721398749,0.008345398944074166
1ii5,False,True,0.899188351038303,0.35499779521219343
1j01,False,False,0.48822999590616134,0.12056270021473114
1i2s,False,True,0.3458416734762704,0.032769177707156934
1iih,False,False,0.3568599745263246,-0.10586677153635561
1j14,False,False,0.6776360685065425,0.06772648024200113
1j16,False,False,0.5795373058051498,-0.02914197305394259
1j17,False,False,0.20853755075617295,-0.07500999821365865
1jn4,False,False,0.16008424462809664,-0.022045185157609455
1jq8,False,False,0.20374358407212304,0.1625407907233297
1jvu,False,False,0.3331045898322011,0.1029652806177515
1i5r,False,False,0.23617623623054257,0.00304007603608023
1igj,False,False,0.36710555688670815,0.14338702525326563
1jak,False,False,0.5404056015627263,0.01561364701348143
1jgl,True,True,0.5908563938091567,-0.006293028081235707
1ik4,False,False,1.0064933053162874,0.5013934010174237
1jet,False,False,0.4103169401452477,0.10454553040892796
1jeu,False,False,0.3308407722313997,0.04630000182473247
1jev,False,False,0.2835946049003893,0.01757430415726102
1jyq,False,False,0.22296467690911573,0.0855252264469029
1k1i,False,False,0.24826533022121655,0.037660039540477884
1k1j,False,False,0.2771646954494647,0.056343177318193605
1k1l,False,False,0.28400620810053506,0.06437515210598808
1k1m,False,False,0.27920417076550197,0.046017110865302885
1k1n,False,False,0.22056051482093314,0.06553713146018228
1jmf,False,False,0.39186682669871653,0.1412029968215683
1jmg,False,False,0.41224118510592894,0.176770989694735
1jys,False,False,0.4781182772892487,0.07661695981598556
1k1o,False,False,0.27034363736021483,0.06028820850101102
1k6c,False,False,0.2257780753865897,0.006143940600105561
1k6p,False,False,0.20827121927372572,-0.00989132654090145
1k6t,False,False,0.2250037841492141,0.006359782156672158
1kjr,False,False,0.20578101991284425,0.04658990954071631
1jlr,False,False,0.14134711145003534,-0.01885854858829572
1k6v,False,False,0.1918238913985158,-0.02019755887262565
1kpm,False,False,0.2541317822835083,0.03028913462970522
1k21,False,False,0.36717660957513787,0.11080040549582089
1k22,False,True,0.3680529260657706,0.0774968297699879
1kav,False,False,0.26350836873327915,0.025576475424797795
1kdk,False,True,0.5853585510643535,0.053485666122064825
1k1y,False,False,0.0994021728351873,-0.08898257159453883
1kel,False,False,0.4299284904478422,0.11985443699071242
1km3,False,False,0.3175812691409917,0.017858286845178754
1kzn,False,False,0.2472643224385493,0.07742738526490721
1kzk,False,False,0.34454199582928124,0.061798278146348196
1ksn,False,False,0.3869070081369609,0.0919239189330201
1l83,False,False,0.7696979842724647,-0.04160013861408599
1kv1,False,False,0.3842021871074319,-0.03865468553368338
1laf,False,True,0.8885484083145364,0.26762840357585743
1kv5,False,False,0.6368873516921179,0.29671495082887384
1lah,False,True,1.1349272238684185,0.47684012587183605
1l8g,False,False,0.2725344285867968,0.03007391129960578
1lag,False,True,0.7779300482753786,0.2669696635242642
1k27,False,False,0.6112307522163691,0.17658273062305244
1lgw,False,False,0.6791452802404101,0.018262046799344733
1lbf,False,False,0.4635904739032364,0.1380986414624228
1lee,False,False,0.2695684343108089,0.05444704228891057
1li2,True,True,0.7839276949060733,0.013288350594692386
1lf2,False,False,0.2619062824311735,0.051828049120525015
1li6,False,False,0.8602506883045195,0.33453541957666194
1li3,False,False,0.7215918602554356,0.06117791620301627
1lke,False,False,0.3647980362434202,-0.07206318398914391
1lkk,False,False,0.20226718128899168,0.06171992581074558
1kyv,False,True,0.2978177821498687,-0.02530178379711652
1lbk,False,True,0.21596819911645043,-0.0254943667604167
1lkl,False,False,0.18789686086651342,0.037188928317667326
1lnm,False,False,0.43767140282159755,-0.022666599495668228
1lhu,True,True,0.599685282452282,0.06710043657661684
1koj,False,False,0.5687841722013435,0.19507879390733585
1lpg,False,False,0.2348848798490003,0.04411045282257656
1lpk,False,False,0.32047167911344354,0.037015327869203085
1lzq,False,False,0.22792115604868157,0.0825085722878823
1lst,True,True,1.0662580899774436,0.45041376804334543
1k9s,False,False,0.44280272271674737,0.007563233498869249
1lpz,False,False,0.3225940081141948,0.021809265044620274
1m0b,False,False,0.23960245486881665,0.10412212633923248
1loq,False,False,0.23931786065614452,-0.10160905983336278
1lyb,False,False,0.32259400811419475,0.1727420169151488
1lyx,False,False,0.6851821271758802,0.3805990518936612
1m2p,False,False,0.3951978725970386,-0.045343684419525535
1m2r,False,False,0.4387278510353048,-0.013260786998390284
1m2q,False,False,0.41427862094665013,-0.010538229398962517
1m48,False,False,0.20950602887416284,-0.0019436314714080603
1m7d,False,False,0.241775719765586,0.024377240688949316
1mai,False,False,0.3780575393338282,0.15798051127192328
1m7i,False,False,0.1309780183320791,-0.0001733760879699358
1m4h,False,False,0.19592312326935465,0.07593278474463937
1mfa,False,False,0.20744801287343437,0.03219556115507691
1met,False,False,0.30399836353618354,0.043839054221278574
1mes,False,False,0.24901993608815032,-0.01230187590501766
1mfd,False,False,0.2185612992773683,0.03835001684493547
1mfi,False,False,0.5840649410067527,0.13402200718319632
1mh5,False,False,0.37908654733419256,0.1541251887374387
1mq5,False,False,0.3595475013037466,0.08211981035360605
1mq6,False,False,0.4225792854829218,0.15474151650928347
1m83,False,False,0.14897380340757382,-0.17962463766878775
1m7y,False,False,0.5746613909726547,0.25064681989997545
1m1b,False,False,0.6329634011840621,0.19384314000583433
1mjj,False,False,0.3597411969273444,0.12894314031124446
1mrw,False,False,0.35609239018010685,0.07752090952609668
1msm,False,False,0.347854899635332,0.06827228850605645
1mrx,False,False,0.2665186342997501,-0.011715366215814104
1msn,False,False,0.301142955970016,0.02145396749952814
1mtr,False,False,0.2653404815822997,0.02194195206661745
1lvu,False,False,0.36130528908789816,0.02566714131970995
1mrs,False,False,0.24449230088654764,-0.10904708540276148
1mrn,False,False,0.11162678787951466,-0.05383569818750525
1moq,False,False,0.29373033370397733,-0.1453496541591322
1mu6,False,False,0.36717660957513787,0.08856159612313828
1m0n,False,False,0.12061620177069683,-0.17082438003804434
1m0o,False,False,0.13073546644627893,-0.16550227163234596
1mu8,False,False,0.3820192201352307,0.09732062728027052
1m0q,False,False,0.24017046728501776,-0.0992994366764309
1n4h,False,False,0.40440014414315323,0.004210021592210208
1mue,False,False,0.3667384513298214,0.09817265748091203
1n4k,False,False,0.5659544002003417,0.335815099070955
1nfu,False,False,0.35043896460405155,0.07416954660775919
1nf8,False,False,0.6638645114350009,0.09946940050037123
1nfw,False,False,0.43465297935386255,0.12189546892678406
1nc1,False,False,0.41563691150713095,0.04099565403832002
1n46,False,False,0.5282241068536523,0.12042749999690557
1nh0,False,False,0.24961792564307905,0.07860788830047845
1nfx,False,False,0.35068592652413894,0.06937172683351682
1nc3,False,False,0.35744488433705796,-0.10498399315500732
1nfy,False,False,0.40250676942248304,0.08875659114757894
1n3i,False,False,0.635537004351289,0.2249439261180615
1nhz,True,True,0.25807520649135585,-0.06653874947259397
1njs,False,False,0.27952189955157936,0.036520179577205644
1nhu,False,False,0.2329674112824679,0.05099928291085317
1nki,False,False,1.300078107888785,0.7761219871380075
1nli,False,False,0.48762631121261446,0.1234002899325144
1nl9,False,False,0.2075746600119407,0.010056957449615416
1nm6,False,False,0.3773029334668945,0.0098574541700494
1n5r,False,False,0.24799756684907873,0.06393929352758347
1no6,False,False,0.23960245486881665,-0.05324460964949118
1nny,False,False,0.1963114281751525,0.017721745083212177
1nq7,False,False,0.36945503245078304,-0.02323073479265858
1nja,False,False,0.42854067183169875,0.06364148174982436
1nvq,False,False,0.3112749201101879,-0.03608913877698851
1nt1,False,False,0.3450058023621283,-0.03933749173038673
1njc,False,False,0.37692563053342754,0.032679655910832175
1nvr,False,False,0.31473532701427004,-0.033941042141898185
1njd,False,False,0.3782839210939084,0.029613518714130826
1nje,False,False,0.25807520649135585,-0.0713027838271604
1nvs,False,False,0.35406107276533383,0.003757891940978316
1o0f,False,False,0.2666274063166054,0.07843624916198778
1n1m,False,False,0.6451880162283895,0.22985128693512494
1o0h,False,False,0.2978177821498687,0.08511848534191771
1o0m,False,False,0.3331045898322011,0.08937053848091622
1o0n,False,False,0.2645432567793597,0.013415965226874816
1nw5,False,False,0.2620997711150027,-0.01507476140373633
1nw7,False,False,0.26591149818643744,0.012471040297165384
1o2o,False,False,0.34554911858632065,0.09026101566182664
1nz7,False,False,0.20576657001326465,0.05472506428498567
1o2q,False,False,0.4012181347881807,0.09185659331419013
1o2z,False,False,0.23711872355822317,0.04526460603670433
1o3d,False,False,0.38738446784912994,0.04790065993158038
1o3i,False,False,0.4721676710242851,0.09203977347376971
1o3l,False,False,0.3701341777310235,0.09800553114653292
1o5a,False,False,0.34880901593147456,0.10342127557583555
1n51,False,False,0.19962755207066596,-0.048383009489767134
1o33,False,False,0.4103467272189425,0.029455102715841574
1np0,False,False,0.3463640929226091,0.017253879886016232
1o7o,False,False,0.2439489846623553,-0.09192638855222089
1oar,False,False,0.45687955216173043,0.06953768524381555
1oau,False,False,0.5504651218790692,0.24702851531887274
1ocq,False,False,0.33569180994740266,-0.012568585958643467
1oba,False,False,0.4734612810818858,0.20597991245920033
1od8,False,False,0.38484899213623236,-2.769403531650067e-05
1ohr,False,False,0.29542819690457833,0.03252902148767487
1ogx,False,False,0.4135994756664097,0.019330240453370662
1ogz,False,False,0.39729998894063984,-0.005805605513607181
1oe8,False,True,0.3748881946927064,0.12298207226894235
1oif,False,False,1.0486003126911931,0.44795512629981926
1ony,False,False,0.22428358766963788,0.050648799774198436
1nw4,False,True,0.648405020187423,0.25093524492672303
1om1,False,False,0.4179830497479615,-0.0032943485330061213
1onz,False,False,0.26643391763277624,-0.013318613606905432
1oss,False,False,0.7229124205225697,0.18346551337353134
1ork,False,False,0.32341999561718987,0.088153791586319
1oxr,True,True,0.5422713852996505,0.24423182255060313
1owe,False,False,0.3827909761355038,0.039494891146140715
1os5,False,False,0.2658368668369605,0.043822101461473674
1oyq,False,False,0.2424026231011925,0.0653442940039804
1owh,False,False,0.4188062561482529,0.11682560898447507
1oyt,False,False,0.3278007885960379,-0.024064833860038704
1ogg,False,False,0.16394251183477807,-0.022650600681357623
1ogd,False,True,0.4115620398256885,-0.03361565393605952
1pa9,False,False,0.41654243854745143,0.04694197845399296
1pb8,False,True,0.9993137694966033,0.331695719118468
1pb9,True,True,0.7024302612772241,0.06779228187359772
1odi,True,True,0.30096859261180275,-0.14970756857223694
1p19,False,False,0.24272061754679,0.0925158866554696
1p1n,False,False,0.6157583874179717,0.13798602145812555
1odj,False,False,0.2784495648985681,-0.11706046874147016
1p1o,False,False,0.6018272021822709,0.03215867834216532
1olu,False,False,0.23038697583540063,-0.11537043138417526
1ols,False,False,0.30404811776916824,-0.029278475450610405
1pbq,False,False,0.5322801133884214,0.050694374977745316
1ppc,False,False,0.22613702304221225,0.007258668044653846
1pph,False,False,0.26803600393488186,0.0147652522613547
1pot,False,True,0.7457015177039701,0.2062898355568003
1pme,False,False,0.4728863432785077,0.19684296495430245
1olx,False,False,0.22620762026469043,-0.11653516553978752
1ppk,False,False,0.2972715912366595,0.11325737159702902
1pro,False,False,0.35694612403333187,0.08281977687170622
1pdz,False,False,0.5584083415310039,0.1753109405330982
1ppl,False,False,0.27650914981216695,0.0923586806932197
1ppm,False,False,0.18757345835211328,-0.0019700387567201886
1ppi,False,False,0.12372792196379834,-0.050858399367507315
1pxn,False,False,0.44144443215626655,0.06633977534060359
1pxo,False,False,0.5137881685297014,0.2424998067465449
1oz0,False,False,0.1834883739596897,0.043165568485040134
1pxp,False,False,0.39331370142618527,0.022082851707851882
1pgp,False,False,0.45542683498474557,0.17188160309881126
1pyn,False,False,0.17341895760557444,-0.006251390157926423
1q7a,False,False,0.40692121374404566,0.18131911244562496
1pz5,False,False,0.1094741645760661,0.028639029369908642
1pzi,False,False,0.24921678979256787,0.04411107651272787
1pkx,False,False,0.3916404449386364,-0.052647059147036414
1q91,False,False,0.20131806521412154,-0.12554587480807622
1q8t,False,False,0.35919239266048353,0.0023124896792186237
1qan,False,False,0.23404391195977212,-0.07831349607119281
1q8w,False,True,0.35587212684597486,-0.027712523160209956
1q8u,False,False,0.3679732609302585,-0.006631236256747431
1q72,False,False,0.4229222881497099,0.10406123293859651
1qb1,False,False,0.22428358766963788,0.10172728317204159
1q5k,False,False,0.4799293313698897,0.1952844091834599
1qb9,False,False,0.27312653432371087,0.06052586790169362
1qb6,False,False,0.2838358895349576,0.033612492397686024
1qbn,False,False,0.2483124930878999,0.0031477110341742442
1qbo,False,False,0.309210851121222,0.057546935874225075
1qbs,False,False,0.30626218113698495,0.029130416804094714
1qbr,False,False,0.2666274063166054,0.02381951149269855
1qbu,False,False,0.32219915620707823,0.06582563508278433
1qhc,False,False,0.20564519085679617,0.066089012676566
1pr5,False,False,0.28023678932025337,-0.056466354757470624
1qbt,False,False,0.2322238700176886,-0.004020189532427006
1qft,True,True,1.489026026927099,0.9878227526308785
1qbv,False,False,0.26147093289255785,0.003755624889352311
